Date,Open,High,Low,Close,Adj Close,Volume
2019-09-24,56.849998,58.750000,54.410000,57.500000,57.500000,19489000
2019-09-25,57.419998,58.889999,56.229000,58.509998,58.509998,10034000
2019-09-26,60.040001,61.150002,59.830002,60.799999,60.799999,16447900
2019-09-27,60.980000,61.650002,59.930000,60.750000,60.750000,10698900
2019-09-30,60.959999,62.279999,60.849998,61.950001,61.950001,7317400
2019-10-01,62.299999,62.990002,61.049999,61.630001,61.630001,7549200
2019-10-02,61.230000,61.230000,58.860001,60.080002,60.080002,8834100
2019-10-03,59.480000,62.439999,59.060001,62.049999,62.049999,8082800
2019-10-04,62.509998,62.919998,61.439999,62.650002,62.650002,5073400
2019-10-07,62.240002,62.849998,61.689999,62.250000,62.250000,4115000
2019-10-08,61.849998,62.189999,60.630001,60.799999,60.799999,4664600
2019-10-09,61.430000,62.520000,61.270000,62.220001,62.220001,4088100
2019-10-10,62.250000,62.630001,61.560001,62.029999,62.029999,4440600
2019-10-11,62.759998,63.560001,61.470001,61.540001,61.540001,9084300
2019-10-14,61.520000,62.290001,61.400002,61.830002,61.830002,3660100
2019-10-15,62.220001,64.489998,62.220001,64.290001,64.290001,6189700
2019-10-16,63.820000,63.880001,62.560001,63.000000,63.000000,4187300
2019-10-17,63.020000,64.550003,63.020000,63.400002,63.400002,5565000
2019-10-18,63.169998,63.438999,59.783001,60.450001,60.450001,7905500
2019-10-21,60.700001,61.480000,59.830002,61.150002,61.150002,5468700
2019-10-22,61.279999,61.490002,58.549999,58.830002,58.830002,7093700
2019-10-23,58.900002,59.689999,57.619999,58.360001,58.360001,7628800
2019-10-24,59.619999,61.770000,59.590000,61.720001,61.720001,7998100
2019-10-25,61.480000,63.250000,61.110001,62.889999,62.889999,5189300
2019-10-28,62.820000,63.430000,61.910000,62.799999,62.799999,7171200
2019-10-29,62.799999,63.617001,62.380001,62.410000,62.410000,4030900
2019-10-30,62.509998,62.730000,61.474998,62.160000,62.160000,4832800
2019-10-31,62.000000,62.650002,60.900002,61.430000,61.430000,4416100
2019-11-01,61.570000,62.813999,61.459999,62.599998,62.599998,6184900
2019-11-04,63.299999,63.830002,62.360001,62.380001,62.380001,6046700
2019-11-05,62.500000,62.549999,59.910000,61.060001,61.060001,8552000
2019-11-06,61.330002,61.930000,60.577999,61.340000,61.340000,12855600
2019-11-07,61.910000,66.599998,60.540001,64.410004,64.410004,25984000
2019-11-08,63.180000,63.451000,61.330002,62.450001,62.450001,11629500
2019-11-11,61.880001,64.894997,61.880001,63.790001,63.790001,12711100
2019-11-12,63.880001,63.990002,60.820000,61.540001,61.540001,11296300
2019-11-13,61.299999,62.139999,60.849998,61.509998,61.509998,5509200
2019-11-14,61.650002,63.000000,61.349998,62.990002,62.990002,7406800
2019-11-15,63.200001,64.720001,63.099998,64.699997,64.699997,7791800
2019-11-18,64.500000,66.379997,64.230003,65.739998,65.739998,7409100
2019-11-19,65.699997,66.500000,65.139999,66.370003,66.370003,6884200
2019-11-20,66.360001,67.750000,66.019997,67.169998,67.169998,9595800
2019-11-21,67.169998,67.669998,66.279999,67.419998,67.419998,7864400
2019-11-22,67.489998,68.070000,67.035004,67.750000,67.750000,5804200
2019-11-25,68.320000,69.529999,68.089996,68.250000,68.250000,9599300
2019-11-26,69.129997,69.440002,67.930000,68.940002,68.940002,9981100
2019-11-27,68.940002,69.730003,68.400002,69.650002,69.650002,4412900
2019-11-29,69.339996,69.599998,68.940002,69.120003,69.120003,2478400
2019-12-02,68.949997,68.959999,66.110001,66.879997,66.879997,6758200
2019-12-03,65.300003,67.330002,64.680000,67.040001,67.040001,4432700
2019-12-04,67.470001,68.430000,67.190002,67.779999,67.779999,3715100
2019-12-05,67.589996,67.889999,66.660004,67.139999,67.139999,4265000
2019-12-06,67.669998,68.322998,67.610001,67.980003,67.980003,4058400
2019-12-09,67.779999,68.059998,66.720001,67.059998,67.059998,4335100
2019-12-10,67.300003,67.430000,65.419998,65.839996,65.839996,6047200
2019-12-11,65.900002,66.070000,64.875000,65.750000,65.750000,6518000
2019-12-12,65.650002,66.199997,65.089996,65.860001,65.860001,4827300
2019-12-13,66.019997,66.339996,64.485001,64.800003,64.800003,7047500
2019-12-16,65.000000,67.300003,65.000000,66.529999,66.529999,6325600
2019-12-17,66.529999,66.550003,65.120003,65.550003,65.550003,4937700
2019-12-18,65.910004,66.300003,65.099998,65.139999,65.139999,3992400
2019-12-19,64.900002,65.570000,64.120003,64.550003,64.550003,6120700
2019-12-20,64.570000,65.129997,63.540001,63.630001,63.630001,6258500
2019-12-23,63.520000,64.220001,62.674999,62.799999,62.799999,5402500
2019-12-24,62.799999,64.019997,62.369999,63.959999,63.959999,3538700
2019-12-26,64.080002,64.915001,63.730000,64.029999,64.029999,4246100
2019-12-27,64.330002,64.400002,63.060001,63.799999,63.799999,4308500
2019-12-30,63.500000,63.759998,61.549999,61.799999,61.799999,6501900
2019-12-31,61.150002,62.700001,61.000000,62.560001,62.560001,5339600
2020-01-02,62.990002,64.050003,62.950001,63.830002,63.830002,5264700
2020-01-03,62.590000,63.270000,62.330002,63.000000,63.000000,5087100
2020-01-06,61.360001,62.580002,61.130001,62.570000,62.570000,5905200
2020-01-07,64.570000,65.489998,63.660000,64.589996,64.589996,10368200
2020-01-08,64.559998,68.000000,64.150002,67.599998,67.599998,11899200
2020-01-09,68.220001,68.309998,66.699997,67.930000,67.930000,8739100
2020-01-10,68.459999,69.510002,67.889999,67.989998,67.989998,6704900
2020-01-13,68.239998,69.050003,67.820000,68.660004,68.660004,9763800
2020-01-14,68.989998,69.279999,68.099998,68.169998,68.169998,6076400
2020-01-15,68.540001,71.000000,68.500000,70.360001,70.360001,9214600
2020-01-16,70.949997,71.000000,69.190002,69.519997,69.519997,6066600
2020-01-17,69.839996,70.300003,69.190002,69.379997,69.379997,4960200
2020-01-21,69.199997,69.620003,68.309998,68.309998,68.309998,4912900
2020-01-22,68.919998,70.046997,68.690002,68.690002,68.690002,4916500
2020-01-23,68.860001,69.440002,67.550003,69.290001,69.290001,4552700
2020-01-24,70.629997,71.919998,70.019997,71.139999,71.139999,10976700
2020-01-27,68.389999,72.449997,68.339996,71.050003,71.050003,11085100
2020-01-28,71.470001,74.980003,71.029999,74.800003,74.800003,15597200
2020-01-29,74.500000,77.070000,74.239998,76.160004,76.160004,11946800
2020-01-30,75.419998,76.389999,74.059998,76.099998,76.099998,8730000
2020-01-31,75.800003,76.379997,74.330002,74.690002,74.690002,7514200
2020-02-03,74.889999,79.805000,74.599998,79.800003,79.800003,15181900
2020-02-04,79.900002,81.680000,79.250000,80.900002,80.900002,10405800
2020-02-05,81.980003,82.099998,77.839996,78.250000,78.250000,10671600
2020-02-06,78.660004,79.199997,77.821999,78.510002,78.510002,6172300
2020-02-07,77.800003,80.000000,77.339996,78.860001,78.860001,4650600
2020-02-10,79.599998,80.620003,78.900002,80.169998,80.169998,4150200
2020-02-11,80.559998,81.449997,79.610001,79.879997,79.879997,3972800
2020-02-12,80.010002,80.905998,79.610001,80.000000,80.000000,3574900
2020-02-13,79.300003,82.540001,79.080002,80.989998,80.989998,6872100
2020-02-14,81.389999,82.589996,81.010002,81.860001,81.860001,5073200
2020-02-18,81.680000,82.980003,81.350998,82.419998,82.419998,4723800
2020-02-19,83.010002,86.480003,82.930000,85.239998,85.239998,9115000
2020-02-20,85.230003,87.250000,80.300003,85.699997,85.699997,12070000
2020-02-21,85.629997,86.209999,82.724998,83.489998,83.489998,7739700
2020-02-24,76.570000,80.845001,76.070000,80.209999,80.209999,11071500
2020-02-25,80.739998,81.400002,75.790001,77.050003,77.050003,9425300
2020-02-26,77.680000,79.078003,76.000000,76.589996,76.589996,11164000
2020-02-27,81.389999,85.934998,79.050003,79.309998,79.309998,35935000
2020-02-28,76.440002,84.150002,76.419998,83.330002,83.330002,23461400
2020-03-02,82.800003,84.419998,79.570000,80.669998,80.669998,17800000
2020-03-03,80.489998,80.599998,75.809998,78.839996,78.839996,18049700
2020-03-04,78.349998,79.489998,75.820000,79.260002,79.260002,13374600
2020-03-05,77.779999,79.019997,75.660004,76.320000,76.320000,11269400
2020-03-06,75.029999,75.940002,70.269997,73.089996,73.089996,16409400
2020-03-09,67.209999,67.410004,63.330002,65.730003,65.730003,16418400
2020-03-10,68.320000,68.559998,63.369999,67.239998,67.239998,11806900
2020-03-11,66.349998,66.349998,60.820000,62.439999,62.439999,13618700
2020-03-12,55.000000,58.044998,52.970001,53.570000,53.570000,19529200
2020-03-13,56.740002,57.790001,52.310001,57.770000,57.770000,14666100
2020-03-16,49.250000,49.250000,40.000000,41.270000,41.270000,27721300
2020-03-17,43.790001,45.292000,39.000000,44.730000,44.730000,22695600
2020-03-18,41.029999,42.081001,32.330002,39.500000,39.500000,27154600
2020-03-19,40.180000,47.419998,37.000000,40.000000,40.000000,24555600
2020-03-20,41.849998,43.840000,37.799999,38.090000,38.090000,26896800
2020-03-23,38.470001,40.549999,36.110001,40.009998,40.009998,21783400
2020-03-24,43.500000,48.880001,42.560001,46.310001,46.310001,26174700
2020-03-25,50.290001,58.099998,49.529999,52.389999,52.389999,34929300
2020-03-26,53.790001,59.250000,53.779999,56.029999,56.029999,23610400
2020-03-27,54.000000,54.417000,51.480000,53.340000,53.340000,14655600
2020-03-30,52.900002,55.439999,51.529999,55.000000,55.000000,12054300
2020-03-31,54.689999,55.240002,51.134998,52.380001,52.380001,18349400
2020-04-01,49.779999,50.009998,46.049999,46.810001,46.810001,16596400
2020-04-02,46.330002,48.029999,45.000000,45.880001,45.880001,12871500
2020-04-03,46.020000,46.680000,42.330002,43.720001,43.720001,18748600
2020-04-06,47.220001,51.099998,46.189999,50.419998,50.419998,25521700
2020-04-07,54.779999,54.910000,49.700001,50.310001,50.310001,17105000
2020-04-08,51.810001,57.750000,51.810001,57.040001,57.040001,24785100
2020-04-09,58.880001,64.940002,58.500000,59.209999,59.209999,30870900
2020-04-13,60.099998,60.099998,56.119999,59.419998,59.419998,15199500
2020-04-14,60.020000,62.610001,59.615002,62.410000,62.410000,17905500
2020-04-15,59.669998,61.759998,59.330002,61.380001,61.380001,12468800
2020-04-16,58.099998,59.299999,56.630001,57.320000,57.320000,19879200
2020-04-17,59.500000,61.439999,58.700001,61.090000,61.090000,14044800
2020-04-20,59.439999,63.590000,59.150002,61.060001,61.060001,14342400
2020-04-21,60.000000,60.439999,56.860001,57.400002,57.400002,15333900
2020-04-22,59.349998,61.250000,58.009998,60.959999,60.959999,13444900
2020-04-23,61.310001,63.500000,60.921001,61.820000,61.820000,13098800
2020-04-24,62.230000,62.560001,61.040001,62.009998,62.009998,9625000
2020-04-27,63.610001,64.239998,61.810001,63.549999,63.549999,10241700
2020-04-28,64.169998,65.025002,60.900002,61.750000,61.750000,11852100
2020-04-29,63.439999,66.720001,63.389999,65.769997,65.769997,14387300
2020-04-30,65.000000,66.889999,64.720001,65.139999,65.139999,10525900
2020-05-01,62.840000,63.910000,61.439999,63.000000,63.000000,10042400
2020-05-04,61.340000,64.169998,61.090000,63.689999,63.689999,7556900
2020-05-05,66.000000,68.589996,65.209999,66.690002,66.690002,12011500
2020-05-06,67.320000,69.809998,67.120003,68.099998,68.099998,16202900
2020-05-07,69.860001,76.800003,69.580002,74.620003,74.620003,31027000
2020-05-08,72.040001,76.400002,72.000000,76.050003,76.050003,20030600
2020-05-11,75.699997,75.903000,74.360001,74.900002,74.900002,12720600
2020-05-12,76.000000,77.389999,74.309998,75.209999,75.209999,17015500
2020-05-13,75.320000,75.800003,70.820000,73.790001,73.790001,13970100
2020-05-14,72.169998,78.250000,71.070000,78.199997,78.199997,16038900
2020-05-15,77.750000,81.129997,76.650002,80.260002,80.260002,16312000
2020-05-18,78.699997,81.349998,76.440002,76.629997,76.629997,16215500
2020-05-19,76.449997,82.139999,76.250000,79.250000,79.250000,14225500
2020-05-20,81.500000,83.099998,80.519997,82.040001,82.040001,10152200
2020-05-21,79.500000,81.699997,78.760002,81.489998,81.489998,10082100
2020-05-22,81.230003,82.489998,80.830002,81.489998,81.489998,6262000
2020-05-26,83.980003,84.089996,80.500000,80.790001,80.790001,9682800
2020-05-27,80.040001,81.139999,76.019997,81.019997,81.019997,11637100
2020-05-28,81.019997,82.320000,79.000000,79.620003,79.620003,9939400
2020-05-29,79.730003,81.949997,79.339996,81.080002,81.080002,8325500
2020-06-01,81.000000,83.419998,80.120003,82.720001,82.720001,8709700
2020-06-02,82.959999,88.269997,82.379997,88.000000,88.000000,18364200
2020-06-03,88.000000,92.550003,87.089996,91.970001,91.970001,17089200
2020-06-04,90.959999,92.959999,86.190002,87.720001,87.720001,13368100
2020-06-05,90.000000,91.449997,88.067001,89.930000,89.930000,11127700
2020-06-08,90.500000,91.230003,88.029999,89.620003,89.620003,8751100
2020-06-09,89.019997,91.653999,87.870003,89.529999,89.529999,7749000
2020-06-10,90.260002,92.970001,89.500000,91.910004,91.910004,9486700
2020-06-11,87.750000,90.000000,85.769997,86.089996,86.089996,14754700
2020-06-12,89.019997,89.180000,84.250000,86.720001,86.720001,9937300
2020-06-15,84.790001,91.300003,84.059998,91.000000,91.000000,9813000
2020-06-16,93.070000,95.867996,92.559998,94.739998,94.739998,13026400
2020-06-17,94.779999,100.000000,94.699997,97.029999,97.029999,17113700
2020-06-18,97.000000,98.650002,95.820000,98.269997,98.269997,8766900
2020-06-19,100.099998,102.260002,97.919998,97.980003,97.980003,13879800
2020-06-22,99.739998,105.459999,99.250000,104.220001,104.220001,17117000
2020-06-23,105.000000,106.360001,103.050003,104.750000,104.750000,14042800
2020-06-24,104.000000,105.749001,98.930000,100.879997,100.879997,13250400
2020-06-25,102.459999,106.150002,101.286003,104.779999,104.779999,13569800
2020-06-26,105.029999,107.839996,102.517998,104.300003,104.300003,19759100
2020-06-29,105.150002,105.279999,101.220001,103.680000,103.680000,9210800
2020-06-30,103.500000,105.300003,102.888000,104.940002,104.940002,7605100
2020-07-01,106.919998,117.129997,106.540001,115.900002,115.900002,22480900
2020-07-02,118.000000,118.779999,113.230003,113.389999,113.389999,15066300
2020-07-06,118.790001,128.360001,118.029999,118.970001,118.970001,34424000
2020-07-07,121.199997,129.839996,120.029999,125.599998,125.599998,28573900
2020-07-08,127.199997,133.429993,127.000000,133.350006,133.350006,25627400
2020-07-09,132.539993,133.809998,127.669998,129.389999,129.389999,21959300
2020-07-10,128.389999,129.600006,125.254997,128.050003,128.050003,11260800
2020-07-13,131.050003,133.240005,116.669998,118.650002,118.650002,18489500
2020-07-14,118.589996,121.853996,111.139999,121.239998,121.239998,17175100
2020-07-15,124.010002,124.480003,117.660004,122.199997,122.199997,9606900
2020-07-16,119.940002,123.300003,117.550003,119.949997,119.949997,11827600
2020-07-17,120.980003,122.379997,118.589996,120.730003,120.730003,6961700
2020-07-20,121.260002,129.460007,120.529999,128.389999,128.389999,12424000
2020-07-21,129.949997,130.800003,125.070000,126.989998,126.989998,10777800
2020-07-22,127.489998,131.710007,127.059998,129.179993,129.179993,8437500
2020-07-23,127.739998,129.848999,121.320000,122.930000,122.930000,11010200
2020-07-24,119.889999,122.910004,117.000000,121.410004,121.410004,8060000
2020-07-27,124.620003,126.769997,122.339996,125.750000,125.750000,9685700
2020-07-28,125.199997,127.529999,123.320000,123.510002,123.510002,7126100
2020-07-29,125.139999,128.949997,124.900002,128.550003,128.550003,8693400
2020-07-30,128.539993,131.369995,125.330002,129.130005,129.130005,10192300
2020-07-31,131.339996,131.899994,127.360001,129.850006,129.850006,8599700
2020-08-03,130.259995,136.134995,130.259995,134.800003,134.800003,11472600
2020-08-04,135.880005,137.800003,133.600006,136.830002,136.830002,10870300
2020-08-05,153.160004,158.429993,146.199997,146.550003,146.550003,39507000
2020-08-06,149.759995,155.889999,149.119995,154.000000,154.000000,19352800
2020-08-07,151.509995,153.839996,143.350006,147.220001,147.220001,15577300
2020-08-10,147.529999,147.820007,138.660004,139.339996,139.339996,13066300
2020-08-11,137.940002,142.947998,135.029999,138.250000,138.250000,13157100
2020-08-12,140.009995,143.419998,137.690002,139.020004,139.020004,10596900
2020-08-13,140.899994,145.509995,140.199997,143.190002,143.190002,9835000
2020-08-14,143.889999,144.000000,139.729996,141.960007,141.960007,6654700
2020-08-17,144.490005,153.679993,143.179993,152.479996,152.479996,13280500
2020-08-18,151.970001,153.190002,147.412003,151.039993,151.039993,8523400
2020-08-19,151.220001,152.354996,148.559998,150.369995,150.369995,6539900
2020-08-20,150.169998,158.100006,149.820007,155.860001,155.860001,12428100
2020-08-21,156.399994,159.470001,153.119995,155.100006,155.100006,8630500
2020-08-24,159.000000,159.000000,150.979996,151.789993,151.789993,8807700
2020-08-25,151.800003,155.740005,149.000000,155.000000,155.000000,6429400
2020-08-26,156.089996,158.690002,151.729996,153.740005,153.740005,7689900
2020-08-27,156.869995,161.539993,155.500000,155.610001,155.610001,11617200
2020-08-28,159.149994,159.149994,154.059998,155.929993,155.929993,6292000
2020-08-31,157.000000,160.774994,156.020004,159.559998,159.559998,7630200
2020-09-01,164.809998,170.460007,162.000000,166.660004,166.660004,12306400
2020-09-02,170.600006,170.610001,158.110001,162.880005,162.880005,11214800
2020-09-03,157.000000,157.229996,149.509995,152.860001,152.860001,16421200
2020-09-04,149.630005,152.220001,134.000000,146.389999,146.389999,17995200
2020-09-08,137.009995,146.139999,136.889999,139.110001,139.110001,10681400
2020-09-09,145.649994,145.649994,139.250000,144.210007,144.210007,9463600
2020-09-10,147.020004,148.544998,139.820007,141.070007,141.070007,6711500
2020-09-11,143.910004,143.910004,134.259995,137.449997,137.449997,8428400
2020-09-14,140.070007,145.399994,138.809998,144.399994,144.399994,7754800
2020-09-15,146.130005,158.500000,146.130005,154.500000,154.500000,18550000
2020-09-16,155.199997,159.000000,149.880005,151.050003,151.050003,10200500
2020-09-17,146.270004,147.690002,142.240005,145.639999,145.639999,11972200
2020-09-18,147.369995,149.130005,141.639999,145.009995,145.009995,8886600
2020-09-21,140.419998,151.979996,139.309998,151.119995,151.119995,12662700
2020-09-22,152.820007,156.339996,148.589996,155.589996,155.589996,11189700
2020-09-23,155.869995,157.979996,147.800003,149.589996,149.589996,8867000
2020-09-24,151.009995,155.923004,148.000000,152.309998,152.309998,13213900
2020-09-25,153.059998,158.979996,151.751007,157.720001,157.720001,8782800
2020-09-28,160.490005,164.500000,158.229996,160.759995,160.759995,10287100
2020-09-29,164.000000,167.559998,163.130005,164.809998,164.809998,12079900
2020-09-30,164.470001,166.190002,161.229996,162.550003,162.550003,6561200
2020-10-01,166.139999,168.610001,164.580002,168.490005,168.490005,6723500
2020-10-02,164.050003,171.240005,163.800995,169.610001,169.610001,11160200
2020-10-05,172.429993,181.889999,171.500000,180.919998,180.919998,16666700
2020-10-06,180.130005,182.240005,172.610001,175.339996,175.339996,12544000
2020-10-07,180.610001,182.750000,179.020004,180.179993,180.179993,7119300
2020-10-08,183.179993,185.369995,181.720001,183.500000,183.500000,7133400
2020-10-09,185.119995,188.740005,183.729996,187.279999,187.279999,6719700
2020-10-12,190.679993,191.940002,184.259995,185.169998,185.169998,7964700
2020-10-13,186.809998,191.360001,186.000000,190.470001,190.470001,6399900
2020-10-14,191.589996,193.440002,185.110001,187.490005,187.490005,6165800
2020-10-15,182.600006,188.679993,181.199997,188.600006,188.600006,6810100
2020-10-16,191.679993,192.839996,184.699997,186.350006,186.350006,5292800
2020-10-19,188.110001,191.399994,185.910004,186.960007,186.960007,5454000
2020-10-20,188.100006,189.699997,184.330002,185.740005,185.740005,4876000
2020-10-21,183.550003,184.740005,175.589996,177.820007,177.820007,10477200
2020-10-22,178.500000,181.979996,173.610001,175.929993,175.929993,6681600
2020-10-23,177.500000,177.789993,173.339996,176.770004,176.770004,4167600
2020-10-26,175.009995,176.860001,166.770004,169.889999,169.889999,6489400
2020-10-27,175.309998,176.259995,169.259995,171.020004,171.020004,6937600
2020-10-28,166.589996,168.940002,164.449997,167.130005,167.130005,5420300
2020-10-29,170.080002,172.080002,168.110001,169.860001,169.860001,4431800
2020-10-30,166.490005,167.397003,152.429993,154.880005,154.880005,14936400
2020-11-02,158.000000,161.240005,152.100006,155.229996,155.229996,8753600
2020-11-03,153.220001,161.050003,151.100006,158.210007,158.210007,8001400
2020-11-04,166.380005,171.360001,162.149994,171.289993,171.289993,7760600
2020-11-05,177.100006,177.289993,172.649994,175.229996,175.229996,15519700
2020-11-06,185.240005,201.330002,182.990005,198.080002,198.080002,27088300
2020-11-09,191.304993,197.000000,181.830002,184.080002,184.080002,14986000
2020-11-10,182.369995,183.460007,167.110001,172.000000,172.000000,14840000
2020-11-11,179.649994,184.000000,177.699997,183.419998,183.419998,9040800
2020-11-12,184.259995,185.190002,177.000000,178.509995,178.509995,9138900
2020-11-13,180.600006,180.899994,175.500000,177.190002,177.190002,6955400
2020-11-16,175.830002,179.220001,173.009995,179.160004,179.160004,7428200
2020-11-17,180.119995,190.740005,180.119995,187.899994,187.899994,11140700
2020-11-18,187.490005,187.500000,182.270004,185.539993,185.539993,5627300
2020-11-19,190.779999,194.009995,185.740005,191.660004,191.660004,12280100
2020-11-20,193.690002,200.990005,191.550003,195.970001,195.970001,10935100
2020-11-23,200.110001,209.360001,199.270004,207.779999,207.779999,12509600
2020-11-24,208.000000,208.039993,199.550003,202.899994,202.899994,12288900
2020-11-25,207.449997,214.520004,204.570007,212.919998,212.919998,12948100
2020-11-27,215.000000,215.000000,205.899994,212.520004,212.520004,6526000
2020-11-30,213.000000,213.539993,200.229996,210.960007,210.960007,14091100
2020-12-01,212.559998,212.949997,200.500000,203.000000,203.000000,10795900
2020-12-02,200.130005,204.059998,195.130005,202.000000,202.000000,10483700
2020-12-03,207.000000,208.690002,204.050003,205.529999,205.529999,6918200
2020-12-04,206.289993,209.750000,203.580002,208.149994,208.149994,6566200
2020-12-07,209.789993,213.662003,208.250000,212.580002,212.580002,5895300
2020-12-08,213.330002,213.899994,208.250000,213.009995,213.009995,5373200
2020-12-09,213.960007,220.500000,205.009995,207.039993,207.039993,11133000
2020-12-10,205.389999,217.610001,203.570007,217.250000,217.250000,7919200
2020-12-11,218.259995,222.199997,213.169998,216.589996,216.589996,7914600
2020-12-14,218.009995,220.429993,214.501007,215.860001,215.860001,7379000
2020-12-15,218.414993,221.720001,216.729996,219.990005,219.990005,5713600
2020-12-16,223.860001,227.960007,220.029999,227.080002,227.080002,8216500
2020-12-17,230.000000,237.089996,227.699997,230.740005,230.740005,10440100
2020-12-18,235.000000,236.369995,231.100006,235.449997,235.449997,8099500
2020-12-21,236.089996,241.850006,232.259995,233.500000,233.500000,11155400
2020-12-22,236.500000,243.380005,236.000000,241.580002,241.580002,9414200
2020-12-23,241.360001,241.820007,230.580002,230.679993,230.679993,13482700
2020-12-24,234.229996,236.000000,225.899994,228.279999,228.279999,8411200
2020-12-28,232.380005,232.949997,219.649994,223.339996,223.339996,11640000
2020-12-29,223.880005,224.589996,208.809998,214.000000,214.000000,15453100
2020-12-30,215.940002,221.509995,214.067001,221.039993,221.039993,9837000
2020-12-31,217.710007,219.449997,214.419998,217.639999,217.639999,6872400
2021-01-04,222.494995,225.979996,216.000000,221.160004,221.160004,9838400
2021-01-05,219.419998,230.339996,219.000000,229.750000,229.750000,9699400
2021-01-06,223.410004,233.500000,223.160995,226.889999,226.889999,12003500
2021-01-07,232.520004,240.399994,231.500000,239.479996,239.479996,10214200
2021-01-08,244.350006,246.490005,237.179993,241.449997,241.449997,9102100
2021-01-11,231.610001,232.740005,225.300003,225.500000,225.500000,14107500
2021-01-12,228.509995,229.330002,223.720001,227.520004,227.520004,8437900
2021-01-13,228.949997,234.820999,226.800003,230.919998,230.919998,7601400
2021-01-14,233.899994,238.759995,229.589996,232.789993,232.789993,6706500
2021-01-15,233.630005,236.429993,225.580002,227.750000,227.750000,7049200
2021-01-19,231.070007,231.589996,223.250000,227.259995,227.259995,6505600
2021-01-20,230.119995,230.880005,225.500000,226.649994,226.649994,6012400
2021-01-21,227.000000,227.500000,218.199997,219.619995,219.619995,10472400
2021-01-22,219.000000,222.910004,217.710007,222.880005,222.880005,6867500
2021-01-25,225.000000,225.940002,209.750000,216.639999,216.639999,11328100
2021-01-26,217.089996,219.000000,208.710007,209.169998,209.169998,10039500
2021-01-27,204.009995,209.350006,197.699997,202.460007,202.460007,10892700
2021-01-28,208.720001,222.580002,206.559998,219.910004,219.910004,12500800
2021-01-29,224.970001,225.899994,212.580002,215.960007,215.960007,9383900
2021-02-01,215.809998,223.009995,213.440002,221.940002,221.940002,7849300
2021-02-02,225.190002,230.220001,221.990005,227.630005,227.630005,6545300
2021-02-03,228.500000,234.570007,221.880005,227.940002,227.940002,5193400
2021-02-04,233.529999,239.309998,231.070007,237.720001,237.720001,8893400
2021-02-05,238.000000,240.570007,235.270004,240.380005,240.380005,5090800
2021-02-08,245.080002,264.266998,244.000000,259.970001,259.970001,17114900
2021-02-09,256.579987,262.570007,250.550003,258.119995,258.119995,10815100
2021-02-10,259.769989,263.149994,252.750000,257.489990,257.489990,8644600
2021-02-11,262.000000,269.665009,258.500000,265.929993,265.929993,10214100
2021-02-12,265.149994,273.839996,262.531006,272.750000,272.750000,6780800
2021-02-16,277.119995,283.190002,272.320007,276.019989,276.019989,9193600
